0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"U.S. Home Price and Related data, for Figure 3.1 in Robert J. Shiller, Irrational Exuberance, 3rd. Edition, Princeton University Press, 2015, as updated by author",,,,,,,,,,,,,,,,,,
See the book for description of data.,,,,"Update Nominal Home Price Index, Click Additional Information, National Index: https://www.spglobal.com/spdji/en/indices/indicators/sp-corelogic-case-shiller-us-national-home-price-nsa-index/#data",,,,,,,,,,,,,,
"Monthly data from January 1953 for prices, all other data are annual.",,,,,,,,Nominal,,,,,,,,,,
,Real,,Real,,,,,Home,,,Nominal,,,Consumer,,,,
,Home,,Building,U.S.,,,,Price,HPI,,Building,,,Price,CPI Annual&,,,
,Price,,Cost,Population,,Long Rate,,Index,Source ,,Cost,Build Cost,,Index,Quarterly,,,CPI
Date,Index,Date,Index,Millions,Long Rate,Source,Date,From fig2.1Revised2011.xls,,Date,Index,Source,Date,,Source,,Date,Annual
1959.7916666666606,110.53868634178234,,,,,,1959.7916666666606,15.188076265614729,PHCPI,,,,1959.7916666666606,29.4,BLS,,,
1959.8749999999939,110.65923016549202,,,,,,1959.8749999999939,15.204639053254438,PHCPI,,,,1959.8749999999939,29.4,BLS,,,
1959.9583333333271,110.17705487065328,,,,,,1959.9583333333271,15.138387902695596,PHCPI,,,,1959.9583333333271,29.4,BLS,,,
1960.0416666666604,110.91595148288056,,,,,,1960.0416666666604,15.188076265614729,PHCPI,,,,1960.0416666666604,29.3,BLS,,,
1960.1249999999936,110.53868634178234,,,,,,1960.1249999999936,15.188076265614729,PHCPI,,,,1960.1249999999936,29.4,BLS,,,
1960.208333333327,110.53868634178234,,,,,,1960.208333333327,15.188076265614729,PHCPI,,,,1960.208333333327,29.4,BLS,,,
1960.2916666666601,110.16397893045425,,,,,,1960.2916666666601,15.188076265614729,PHCPI,,,,1960.2916666666601,29.5,BLS,,,
1960.3749999999934,109.92370852929734,,,,,,1960.3749999999934,15.154950690335308,PHCPI,,,,1960.3749999999934,29.5,BLS,,,
1960.4583333333267,109.31288597230207,,,,,,1960.4583333333267,15.121825115055884,PHCPI,,,,1960.4583333333267,29.6,BLS,,,
1960.54166666666,109.31288597230207,,,,,,1960.54166666666,15.121825115055884,PHCPI,,,,1960.54166666666,29.6,BLS,,,
1960.6249999999932,109.79180332595946,,,,,,1960.6249999999932,15.188076265614729,PHCPI,,,,1960.6249999999932,29.6,BLS,,,
1960.7083333333264,110.27072067961687,,,,,,1960.7083333333264,15.25432741617357,PHCPI,,,,1960.7083333333264,29.6,BLS,,,
1960.7916666666597,109.88742608616958,,,,,,1960.7916666666597,15.304015779092703,PHCPI,,,,1960.7916666666597,29.8,BLS,,,
1960.874999999993,109.53064872874695,,,,,,1960.874999999993,15.25432741617357,PHCPI,,,,1960.874999999993,29.8,BLS,,,
1960.9583333333262,109.53064872874695,,,,,,1960.9583333333262,15.25432741617357,PHCPI,,,,1960.9583333333262,29.8,BLS,,,
1961.0416666666595,109.53064872874695,,,,,,1961.0416666666595,15.25432741617357,PHCPI,,,,1961.0416666666595,29.8,BLS,,,
1961.1249999999927,109.29279715713189,,,,,,1961.1249999999927,15.22120184089415,PHCPI,,,,1961.1249999999927,29.8,BLS,,,
1961.208333333326,109.53064872874695,,,,,,1961.208333333326,15.25432741617357,PHCPI,,,,1961.208333333326,29.8,BLS,,,
1961.2916666666592,109.05494558551679,,,,,,1961.2916666666592,15.188076265614729,PHCPI,,,,1961.2916666666592,29.8,BLS,,,
1961.3749999999925,109.41172294293942,,,,,,1961.3749999999925,15.237764628533862,PHCPI,,,,1961.3749999999925,29.8,BLS,,,
1961.4583333333258,109.29279715713189,,,,,,1961.4583333333258,15.22120184089415,PHCPI,,,,1961.4583333333258,29.8,BLS,,,
1961.541666666659,108.91857735112414,,,,,,1961.541666666659,15.270890203813282,PHCPI,,,,1961.541666666659,30,BLS,,,
1961.6249999999923,109.40138157026048,,,,,,1961.6249999999923,15.28745299145299,PHCPI,,,,1961.6249999999923,29.9,BLS,,,
1961.7083333333255,109.03671029835962,,,,,,1961.7083333333255,15.28745299145299,PHCPI,,,,1961.7083333333255,30,BLS,,,
1961.7916666666588,109.03671029835962,,,,,,1961.7916666666588,15.28745299145299,PHCPI,,,,1961.7916666666588,30,BLS,,,
1961.874999999992,109.6273750345371,,,,,,1961.874999999992,15.370266929651544,PHCPI,,,,1961.874999999992,30,BLS,,,
1961.9583333333253,109.8636409290081,,,,,,1961.9583333333253,15.403392504930968,PHCPI,,,,1961.9583333333253,30,BLS,,,
1962.0416666666586,109.98177387624358,,,,,,1962.0416666666586,15.419955292570677,PHCPI,,,,1962.0416666666586,30,BLS,,,
1962.1249999999918,109.38090496522184,,,,,,1962.1249999999918,15.386829717291256,PHCPI,,,,1962.1249999999918,30.1,BLS,,,
1962.208333333325,109.38090496522184,,,,,,1962.208333333325,15.386829717291256,PHCPI,,,,1962.208333333325,30.1,BLS,,,
1962.2916666666583,109.01871653818469,,,,,,1962.2916666666583,15.386829717291256,PHCPI,,,,1962.2916666666583,30.2,BLS,,,
1962.3749999999916,109.60546958736761,,,,,,1962.3749999999916,15.46964365548981,PHCPI,,,,1962.3749999999916,30.2,BLS,,,
1962.4583333333248,109.72282019720417,,,,,,1962.4583333333248,15.486206443129522,PHCPI,,,,1962.4583333333248,30.2,BLS,,,
1962.541666666658,109.36069867840152,,,,,,1962.541666666658,15.486206443129522,PHCPI,,,,1962.541666666658,30.3,BLS,,,
1962.6249999999914,109.36069867840152,,,,,,1962.6249999999914,15.486206443129522,PHCPI,,,,1962.6249999999914,30.3,BLS,,,
1962.7083333333246,108.88438097166124,,,,,,1962.7083333333246,15.46964365548981,PHCPI,,,,1962.7083333333246,30.4,BLS,,,
1962.7916666666579,108.65122383895961,,,,,,1962.7916666666579,15.436518080210389,PHCPI,,,,1962.7916666666579,30.4,BLS,,,
1962.8749999999911,108.7678024053104,,,,,,1962.8749999999911,15.453080867850097,PHCPI,,,,1962.8749999999911,30.4,BLS,,,
1962.9583333333244,108.7678024053104,,,,,,1962.9583333333244,15.453080867850097,PHCPI,,,,1962.9583333333244,30.4,BLS,,,
1963.0416666666576,108.88438097166124,,,,,,1963.0416666666576,15.46964365548981,PHCPI,,,,1963.0416666666576,30.4,BLS,,,
1963.124999999991,108.88438097166124,,,,,,1963.124999999991,15.46964365548981,PHCPI,,,,1963.124999999991,30.4,BLS,,,
1963.2083333333242,109.1083647089779,,,,,,1963.2083333333242,15.552457593688365,PHCPI,,,,1963.2083333333242,30.5,BLS,,,
1963.2916666666574,109.57315007515031,,,,,,1963.2916666666574,15.618708744247206,PHCPI,,,,1963.2916666666574,30.5,BLS,,,
1963.3749999999907,109.3407573920641,,,,,,1963.3749999999907,15.585583168967785,PHCPI,,,,1963.3749999999907,30.5,BLS,,,
1963.458333333324,108.98343465548874,,,,,,1963.458333333324,15.585583168967785,PHCPI,,,,1963.458333333324,30.6,BLS,,,
1963.5416666666572,108.8593184785695,,,,,,1963.5416666666572,15.618708744247206,PHCPI,,,,1963.5416666666572,30.7,BLS,,,
1963.6249999999905,108.8593184785695,,,,,,1963.6249999999905,15.618708744247206,PHCPI,,,,1963.6249999999905,30.7,BLS,,,
1963.7083333333237,108.8593184785695,,,,,,1963.7083333333237,15.618708744247206,PHCPI,,,,1963.7083333333237,30.7,BLS,,,
1963.791666666657,108.50587913285989,,,,,,1963.791666666657,15.618708744247206,PHCPI,,,,1963.791666666657,30.8,BLS,,,
1963.8749999999902,109.19626648683355,,,,,,1963.8749999999902,15.718085470085471,PHCPI,,,,1963.8749999999902,30.8,BLS,,,
1963.9583333333235,109.30164923827613,,,,,,1963.9583333333235,15.784336620644313,PHCPI,,,,1963.9583333333235,30.9,BLS,,,
1964.0416666666567,109.30164923827613,,,,,,1964.0416666666567,15.784336620644313,PHCPI,,,,1964.0416666666567,30.9,BLS,,,
1964.12499999999,109.64572578362221,,,,,,1964.12499999999,15.834024983563445,PHCPI,,,,1964.12499999999,30.9,BLS,,,
1964.2083333333233,109.64572578362221,,,,,,1964.2083333333233,15.834024983563445,PHCPI,,,,1964.2083333333233,30.9,BLS,,,
1964.2916666666565,109.30164923827613,,,,,,1964.2916666666565,15.784336620644313,PHCPI,,,,1964.2916666666565,30.9,BLS,,,
1964.3749999999898,108.842880511148,,,,,,1964.3749999999898,15.718085470085471,PHCPI,,,,1964.3749999999898,30.9,BLS,,,
1964.458333333323,108.83474106598929,,,,,,1964.458333333323,15.767773833004604,PHCPI,,,,1964.458333333323,31,BLS,,,
1964.5416666666563,108.71269935304815,,,,,,1964.5416666666563,15.800899408284025,PHCPI,,,,1964.5416666666563,31.1,BLS,,,
1964.6249999999895,109.40635210099973,,,,,,1964.6249999999895,15.850587771203157,PHCPI,,,,1964.6249999999895,31,BLS,,,
1964.7083333333228,109.39642702193521,,,,,,1964.7083333333228,15.900276134122286,PHCPI,,,,1964.7083333333228,31.1,BLS,,,
1964.791666666656,109.6243362448976,,,,,,1964.791666666656,15.93340170940171,PHCPI,,,,1964.791666666656,31.1,BLS,,,
1964.8749999999893,109.61374430985607,,,,,,1964.8749999999893,15.983090072320842,PHCPI,,,,1964.8749999999893,31.2,BLS,,,
1964.9583333333226,109.61374430985607,,,,,,1964.9583333333226,15.983090072320842,PHCPI,,,,1964.9583333333226,31.2,BLS,,,
1965.0416666666558,110.29528054390701,,,,,,1965.0416666666558,16.082466798159107,PHCPI,,,,1965.0416666666558,31.2,BLS,,,
1965.124999999989,110.29528054390701,,,,,,1965.124999999989,16.082466798159107,PHCPI,,,,1965.124999999989,31.2,BLS,,,
1965.2083333333223,109.60322005491065,,,,,,1965.2083333333223,16.032778435239972,PHCPI,,,,1965.2083333333223,31.3,BLS,,,
1965.2916666666556,109.02843346766161,,,,,,1965.2916666666556,15.999652859960552,PHCPI,,,,1965.2916666666556,31.4,BLS,,,
1965.3749999999889,108.91556759450668,,,,,,1965.3749999999889,15.983090072320842,PHCPI,,,,1965.3749999999889,31.4,BLS,,,
1965.4583333333221,108.22622855909839,,,,,,1965.4583333333221,15.983090072320842,PHCPI,,,,1965.4583333333221,31.6,BLS,,,
1965.5416666666554,108.4505316234696,,,,,,1965.5416666666554,16.016215647600266,PHCPI,,,,1965.5416666666554,31.6,BLS,,,
1965.6249999999886,108.4505316234696,,,,,,1965.6249999999886,16.016215647600266,PHCPI,,,,1965.6249999999886,31.6,BLS,,,
1965.708333333322,108.4505316234696,,,,,,1965.708333333322,16.016215647600266,PHCPI,,,,1965.708333333322,31.6,BLS,,,
1965.7916666666551,108.77920283293464,,,,,,1965.7916666666551,16.115592373438528,PHCPI,,,,1965.7916666666551,31.7,BLS,,,
1965.8749999999884,109.33819154225084,,,,,,1965.8749999999884,16.19840631163708,PHCPI,,,,1965.8749999999884,31.7,BLS,,,
1965.9583333333217,109.32869928114924,,,,,,1965.9583333333217,16.248094674556214,PHCPI,,,,1965.9583333333217,31.8,BLS,,,
1966.041666666655,109.66303781106103,,,,,,1966.041666666655,16.297783037475348,PHCPI,,,,1966.041666666655,31.8,BLS,,,
1966.1249999999882,108.75614454867534,,,,,,1966.1249999999882,16.264657462195924,PHCPI,,,,1966.1249999999882,32,BLS,,,
1966.2083333333214,108.41734036005018,,,,,,1966.2083333333214,16.264657462195924,PHCPI,,,,1966.2083333333214,32.1,BLS,,,
1966.2916666666547,107.85574656268346,,,,,,1966.2916666666547,16.281220249835634,PHCPI,,,,1966.2916666666547,32.3,BLS,,,
1966.374999999988,108.07518856993205,,,,,,1966.374999999988,16.314345825115055,PHCPI,,,,1966.374999999988,32.3,BLS,,,
1966.4583333333212,107.96038789021407,,,,,,1966.4583333333212,16.34747140039448,PHCPI,,,,1966.4583333333212,32.4,BLS,,,
1966.5416666666545,107.73724787876921,,,,,,1966.5416666666545,16.36403418803419,PHCPI,,,,1966.5416666666545,32.5,BLS,,,
1966.6249999999877,106.75316791464233,,,,,,1966.6249999999877,16.314345825115055,PHCPI,,,,1966.6249999999877,32.7,BLS,,,
1966.708333333321,106.75316791464233,,,,,,1966.708333333321,16.314345825115055,PHCPI,,,,1966.708333333321,32.7,BLS,,,
1966.7916666666542,106.53509253729679,,,,,,1966.7916666666542,16.3805969756739,PHCPI,,,,1966.7916666666542,32.9,BLS,,,
1966.8749999999875,106.53509253729679,,,,,,1966.8749999999875,16.3805969756739,PHCPI,,,,1966.8749999999875,32.9,BLS,,,
1966.9583333333208,106.96597258800375,,,,,,1966.9583333333208,16.44684812623274,PHCPI,,,,1966.9583333333208,32.9,BLS,,,
1967.041666666654,106.96597258800375,,,,,,1967.041666666654,16.44684812623274,PHCPI,,,,1967.041666666654,32.9,BLS,,,
1967.1249999999873,106.96597258800375,,,,,,1967.1249999999873,16.44684812623274,PHCPI,,,,1967.1249999999873,32.9,BLS,,,
1967.2083333333205,105.89007815835971,,,,,,1967.2083333333205,16.33090861275477,PHCPI,,,,1967.2083333333205,33,BLS,,,
1967.2916666666538,105.99844510254165,,,,,,1967.2916666666538,16.39715976331361,PHCPI,,,,1967.2916666666538,33.1,BLS,,,
1967.374999999987,106.3196525119433,,,,,,1967.374999999987,16.496536489151875,PHCPI,,,,1967.374999999987,33.2,BLS,,,
1967.4583333333203,106.21322643335279,,,,,,1967.4583333333203,16.529662064431296,PHCPI,,,,1967.4583333333203,33.3,BLS,,,
1967.5416666666536,105.89522276139664,,,,,,1967.5416666666536,16.529662064431296,PHCPI,,,,1967.5416666666536,33.4,BLS,,,
1967.6249999999868,106.21386181292645,,,,,,1967.6249999999868,16.62903879026956,PHCPI,,,,1967.6249999999868,33.5,BLS,,,
1967.70833333332,105.8977491289594,,,,,,1967.70833333332,16.62903879026956,PHCPI,,,,1967.70833333332,33.6,BLS,,,
1967.7916666666533,106.0041639288218,,,,,,1967.7916666666533,16.695289940828403,PHCPI,,,,1967.7916666666533,33.7,BLS,,,
1967.8749999999866,106.00509732699672,,,,,,1967.8749999999866,16.744978303747533,PHCPI,,,,1967.8749999999866,33.8,BLS,,,
1967.9583333333198,106.21511008076146,,,,,,1967.9583333333198,16.82779224194609,PHCPI,,,,1967.9583333333198,33.9,BLS,,,
1968.041666666653,105.48821827920084,,,,,,1968.041666666653,16.81122945430638,PHCPI,,,,1968.041666666653,34.1,BLS,,,
1968.1249999999864,105.69790015807227,,,,,,1968.1249999999864,16.89404339250493,PHCPI,,,,1968.1249999999864,34.2,BLS,,,
1968.2083333333196,105.1830964598234,,,,,,1968.2083333333196,16.86091781722551,PHCPI,,,,1968.2083333333196,34.3,BLS,,,
1968.2916666666529,104.87733164453321,,,,,,1968.2916666666529,16.86091781722551,PHCPI,,,,1968.2916666666529,34.4,BLS,,,
1968.3749999999861,104.26516647306518,,,,,,1968.3749999999861,16.81122945430638,PHCPI,,,,1968.3749999999861,34.5,BLS,,,
1968.4583333333194,104.48127235323534,,,,,,1968.4583333333194,16.943731755424064,PHCPI,,,,1968.4583333333194,34.7,BLS,,,
1968.5416666666526,104.28871359098929,,,,,,1968.5416666666526,17.00998290598291,PHCPI,,,,1968.5416666666526,34.9,BLS,,,
1968.624999999986,104.29451627362056,,,,,,1968.624999999986,17.059671268902036,PHCPI,,,,1968.624999999986,35,BLS,,,
1968.7083333333192,103.99738089962165,,,,,,1968.7083333333192,17.059671268902036,PHCPI,,,,1968.7083333333192,35.1,BLS,,,
1968.7916666666524,104.11093451830521,,,,,,1968.7916666666524,17.175610782380016,PHCPI,,,,1968.7916666666524,35.3,BLS,,,
1968.8749999999857,105.01818783900993,,,,,,1968.8749999999857,17.374364234056543,PHCPI,,,,1968.8749999999857,35.4,BLS,,,
1968.958333333319,105.62083789449392,,,,,,1968.958333333319,17.52342932281394,PHCPI,,,,1968.958333333319,35.5,BLS,,,
1969.0416666666522,105.82190132977128,,,,,,1969.0416666666522,17.60624326101249,PHCPI,,,,1969.0416666666522,35.6,BLS,,,
1969.1249999999854,105.72568797277044,,,,,,1969.1249999999854,17.689057199211046,PHCPI,,,,1969.1249999999854,35.8,BLS,,,
1969.2083333333187,105.73062396617078,,,,,,1969.2083333333187,17.838122287968446,PHCPI,,,,1969.2083333333187,36.1,BLS,,,
1969.291666666652,105.24571662798428,,,,,,1969.291666666652,17.854685075608153,PHCPI,,,,1969.291666666652,36.3,BLS,,,
1969.3749999999852,105.44339163959214,,,,,,1969.3749999999852,17.937499013806708,PHCPI,,,,1969.3749999999852,36.4,BLS,,,
1969.4583333333185,105.15768909651223,,,,,,1969.4583333333185,17.98718737672584,PHCPI,,,,1969.4583333333185,36.6,BLS,,,
1969.5416666666517,105.549220247364,,,,,,1969.5416666666517,18.152815253122945,PHCPI,,,,1969.5416666666517,36.8,BLS,,,
1969.624999999985,105.64916821682294,,,,,,1969.624999999985,18.26875476660092,PHCPI,,,,1969.624999999985,37,BLS,,,
1969.7083333333183,106.12860192342228,,,,,,1969.7083333333183,18.401257067718607,PHCPI,,,,1969.7083333333183,37.1,BLS,,,
1969.7916666666515,106.4146656062346,,,,,,1969.7916666666515,18.550322156476003,PHCPI,,,,1969.7916666666515,37.3,BLS,,,
1969.8749999999848,106.31965251194329,,,,,,1969.8749999999848,18.633136094674555,PHCPI,,,,1969.8749999999848,37.5,BLS,,,
1969.958333333318,106.41365750974344,,,,,,1969.958333333318,18.749075608152534,PHCPI,,,,1969.958333333318,37.7,BLS,,,
1970.0416666666513,107.16345927791112,,,,,,1970.0416666666513,18.93126627218935,PHCPI,,,,1970.0416666666513,37.8,BLS,,,
1970.1249999999845,107.34554389583047,,,,,,1970.1249999999845,19.063768573307033,PHCPI,,,,1970.1249999999845,38,BLS,,,
1970.2083333333178,107.34017273675254,,,,,,1970.2083333333178,19.163145299145302,PHCPI,,,,1970.2083333333178,38.2,BLS,,,
1970.291666666651,106.96401404231872,,,,,,1970.291666666651,19.245959237343854,PHCPI,,,,1970.291666666651,38.5,BLS,,,
1970.3749999999843,107.51322374048841,,,,,,1970.3749999999843,19.395024326101247,PHCPI,,,,1970.3749999999843,38.6,BLS,,,
1970.4583333333176,107.68975112678795,,,,,,1970.4583333333176,19.527526627218936,PHCPI,,,,1970.4583333333176,38.8,BLS,,,
1970.5416666666508,107.4101104864248,,,,,,1970.5416666666508,19.57721499013807,PHCPI,,,,1970.5416666666508,39,BLS,,,
1970.624999999984,108.4096969630328,,,,,,1970.624999999984,19.759405654174888,PHCPI,,,,1970.624999999984,39,BLS,,,
1970.7083333333173,108.94148067762896,,,,,,1970.7083333333173,19.958159105851415,PHCPI,,,,1970.7083333333173,39.2,BLS,,,
1970.7916666666506,108.92817190521431,,,,,,1970.7916666666506,20.057535831689677,PHCPI,,,,1970.7916666666506,39.4,BLS,,,
1970.8749999999839,109.00449222184083,,,,,,1970.8749999999839,20.173475345167653,PHCPI,,,,1970.8749999999839,39.6,BLS,,,
1970.9583333333171,109.08004550010935,,,,,,1970.9583333333171,20.289414858645628,PHCPI,,,,1970.9583333333171,39.8,BLS,,,
1971.0416666666504,109.34718030541575,,,,,,1971.0416666666504,20.339103221564763,PHCPI,,,,1971.0416666666504,39.8,BLS,,,
1971.1249999999836,108.80666192742734,,,,,,1971.1249999999836,20.289414858645628,PHCPI,,,,1971.1249999999836,39.9,BLS,,,
1971.208333333317,108.53464527260878,,,,,,1971.208333333317,20.289414858645628,PHCPI,,,,1971.208333333317,40,BLS,,,
1971.2916666666501,108.61750036340676,,,,,,1971.2916666666501,20.355666009204473,PHCPI,,,,1971.2916666666501,40.1,BLS,,,
1971.3749999999834,108.86991712968222,,,,,,1971.3749999999834,20.50473109796187,PHCPI,,,,1971.3749999999834,40.3,BLS,,,
1971.4583333333167,109.20023423024719,,,,,,1971.4583333333167,20.720047337278107,PHCPI,,,,1971.4583333333167,40.6,BLS,,,
1971.54166666665,109.10608075140456,,,,,,1971.54166666665,20.75317291255753,PHCPI,,,,1971.54166666665,40.7,BLS,,,
1971.6249999999832,109.18611373162807,,,,,,1971.6249999999832,20.819424063116372,PHCPI,,,,1971.6249999999832,40.8,BLS,,,
1971.7083333333164,109.44670111523575,,,,,,1971.7083333333164,20.869112426035503,PHCPI,,,,1971.7083333333164,40.8,BLS,,,
1971.7916666666497,109.52570560317552,,,,,,1971.7916666666497,20.935363576594348,PHCPI,,,,1971.7916666666497,40.9,BLS,,,
1971.874999999983,110.39220643864367,,,,,,1971.874999999983,21.100991452991455,PHCPI,,,,1971.874999999983,40.9,BLS,,,
1971.9583333333162,110.11370337206131,,,,,,1971.9583333333162,21.150679815910586,PHCPI,,,,1971.9583333333162,41.1,BLS,,,
1972.0416666666495,110.4586170866175,,,,,,1972.0416666666495,21.216930966469427,PHCPI,,,,1972.0416666666495,41.1,BLS,,,
1972.1249999999827,110.18114110196547,,,,,,1972.1249999999827,21.26661932938856,PHCPI,,,,1972.1249999999827,41.3,BLS,,,
1972.208333333316,109.82939949502678,,,,,,1972.208333333316,21.25005654174885,PHCPI,,,,1972.208333333316,41.4,BLS,,,
1972.2916666666492,109.73554496212621,,,,,,1972.2916666666492,21.28318211702827,PHCPI,,,,1972.2916666666492,41.5,BLS,,,
1972.3749999999825,109.81252571145426,,,,,,1972.3749999999825,21.349433267587116,PHCPI,,,,1972.3749999999825,41.6,BLS,,,
1972.4583333333157,110.22908817585167,,,,,,1972.4583333333157,21.4819355687048,PHCPI,,,,1972.4583333333157,41.7,BLS,,,
1972.541666666649,110.80250182231167,,,,,,1972.541666666649,21.69725180802104,PHCPI,,,,1972.541666666649,41.9,BLS,,,
1972.6249999999823,110.96058972476622,,,,,,1972.6249999999823,21.780065746219595,PHCPI,,,,1972.6249999999823,42,BLS,,,
1972.7083333333155,110.61284513119043,,,,,,1972.7083333333155,21.763502958579885,PHCPI,,,,1972.7083333333155,42.1,BLS,,,
1972.7916666666488,110.00607072354734,,,,,,1972.7916666666488,21.746940170940174,PHCPI,,,,1972.7916666666488,42.3,BLS,,,
1972.874999999982,109.83020707601692,,,,,,1972.874999999982,21.763502958579885,PHCPI,,,,1972.874999999982,42.4,BLS,,,
1972.9583333333153,109.65517102212195,,,,,,1972.9583333333153,21.780065746219595,PHCPI,,,,1972.9583333333153,42.5,BLS,,,
1973.0416666666486,109.14818786828609,,,,,,1973.0416666666486,21.73037738330046,PHCPI,,,,1973.0416666666486,42.6,BLS,,,
1973.1249999999818,108.38491382724911,,,,,,1973.1249999999818,21.73037738330046,PHCPI,,,,1973.1249999999818,42.9,BLS,,,
1973.208333333315,107.46551481769175,,,,,,1973.208333333315,21.746940170940174,PHCPI,,,,1973.208333333315,43.3,BLS,,,
1973.2916666666483,106.72607320197369,,,,,,1973.2916666666483,21.746940170940174,PHCPI,,,,1973.2916666666483,43.6,BLS,,,
1973.3749999999816,106.23892384640652,,,,,,1973.3749999999816,21.7966285338593,PHCPI,,,,1973.3749999999816,43.9,BLS,,,
1973.4583333333148,105.75838737801902,,,,,,1973.4583333333148,21.84631689677844,PHCPI,,,,1973.4583333333148,44.2,BLS,,,
1973.541666666648,105.4396553880672,,,,,,1973.541666666648,21.829754109138726,PHCPI,,,,1973.541666666648,44.3,BLS,,,
1973.6249999999814,104.5122969999147,,,,,,1973.6249999999814,22.028507560815253,PHCPI,,,,1973.6249999999814,45.1,BLS,,,
1973.7083333333146,104.67310922082913,,,,,,1973.7083333333146,22.11132149901381,PHCPI,,,,1973.7083333333146,45.2,BLS,,,
1973.7916666666479,104.53211449456413,,,,,,1973.7916666666479,22.276949375410915,PHCPI,,,,1973.7916666666479,45.6,BLS,,,
1973.8749999999811,104.31216451970616,,,,,,1973.8749999999811,22.376326101249177,PHCPI,,,,1973.8749999999811,45.9,BLS,,,
1973.9583333333144,104.3252001560194,,,,,,1973.9583333333144,22.525391190006577,PHCPI,,,,1973.9583333333144,46.2,BLS,,,
1974.0416666666476,104.26626866514613,,,,,,1974.0416666666476,22.707581854043394,PHCPI,,,,1974.0416666666476,46.6,BLS,,,
1974.124999999981,103.76677949965085,,,,,,1974.124999999981,22.889772518080207,PHCPI,,,,1974.124999999981,47.2,BLS,,,
1974.2083333333142,103.57639787948729,,,,,,1974.2083333333142,23.13821433267587,PHCPI,,,,1974.2083333333142,47.8,BLS,,,
1974.2916666666474,103.51399501510035,,,,,,1974.2916666666474,23.221028270874424,PHCPI,,,,1974.2916666666474,48,BLS,,,
1974.3749999999807,102.7464954659315,,,,,,1974.3749999999807,23.336967784352403,PHCPI,,,,1974.3749999999807,48.6,BLS,,,
1974.458333333314,102.48635891797527,,,,,,1974.458333333314,23.469470085470082,PHCPI,,,,1974.458333333314,49,BLS,,,
1974.5416666666472,102.15869445142191,,,,,,1974.5416666666472,23.58540959894806,PHCPI,,,,1974.5416666666472,49.4,BLS,,,
1974.6249999999804,101.85422710644168,,,,,,1974.6249999999804,23.8007258382643,PHCPI,,,,1974.6249999999804,50,BLS,,,
1974.7083333333137,101.62701962768757,,,,,,1974.7083333333137,24.03260486522025,PHCPI,,,,1974.7083333333137,50.6,BLS,,,
1974.791666666647,101.46487385842991,,,,,,1974.791666666647,24.23135831689678,PHCPI,,,,1974.791666666647,51.1,BLS,,,
1974.8749999999802,101.43376556802876,,,,,,1974.8749999999802,24.413548980933598,PHCPI,,,,1974.8749999999802,51.5,BLS,,,
1974.9583333333135,102.22255607603026,,,,,,1974.9583333333135,24.794493096646942,PHCPI,,,,1974.9583333333135,51.9,BLS,,,
1975.0416666666467,103.77482391613171,,,,,,1975.0416666666467,25.268,S&P/CoreLogic/Case-Shiller,,,,1975.0416666666467,52.1,BLS,,,
1975.12499999998,103.15126127042295,,,,,,1975.12499999998,25.309,S&P/CoreLogic/Case-Shiller,,,,1975.12499999998,52.5,BLS,,,
1975.2083333333132,103.00340784217612,,,,,,1975.2083333333132,25.369,S&P/CoreLogic/Case-Shiller,,,,1975.2083333333132,52.7,BLS,,,
1975.2916666666465,102.76364068387636,,,,,,1975.2916666666465,25.406,S&P/CoreLogic/Case-Shiller,,,,1975.2916666666465,52.9,BLS,,,
1975.3749999999798,102.48580005467866,,,,,,1975.3749999999798,25.481,S&P/CoreLogic/Case-Shiller,,,,1975.3749999999798,53.2,BLS,,,
1975.458333333313,101.66908422852086,,,,,,1975.458333333313,25.468,S&P/CoreLogic/Case-Shiller,,,,1975.458333333313,53.6,BLS,,,
1975.5416666666463,101.1160330516043,,,,,,1975.5416666666463,25.613,S&P/CoreLogic/Case-Shiller,,,,1975.5416666666463,54.2,BLS,,,
1975.6249999999795,101.54060400692639,,,,,,1975.6249999999795,25.768,S&P/CoreLogic/Case-Shiller,,,,1975.6249999999795,54.3,BLS,,,
1975.7083333333128,101.98593170343352,,,,,,1975.7083333333128,26.024,S&P/CoreLogic/Case-Shiller,,,,1975.7083333333128,54.6,BLS,,,
1975.791666666646,102.14187467382833,,,,,,1975.791666666646,26.207,S&P/CoreLogic/Case-Shiller,,,,1975.791666666646,54.9,BLS,,,
1975.8749999999793,102.09179210602935,,,,,,1975.8749999999793,26.385,S&P/CoreLogic/Case-Shiller,,,,1975.8749999999793,55.3,BLS,,,
1975.9583333333126,102.06702153871254,,,,,,1975.9583333333126,26.474,S&P/CoreLogic/Case-Shiller,,,,1975.9583333333126,55.5,BLS,,,
1976.0416666666458,102.36065360327096,,,,,,1976.0416666666458,26.598,S&P/CoreLogic/Case-Shiller,,,,1976.0416666666458,55.6,BLS,,,
1976.124999999979,102.24685581695144,,,,,,1976.124999999979,26.664,S&P/CoreLogic/Case-Shiller,,,,1976.124999999979,55.8,BLS,,,
1976.2083333333123,102.92902396644935,,,,,,1976.2083333333123,26.89,S&P/CoreLogic/Case-Shiller,,,,1976.2083333333123,55.9,BLS,,,
1976.2916666666456,103.53849399564861,,,,,,1976.2916666666456,27.146,S&P/CoreLogic/Case-Shiller,,,,1976.2916666666456,56.1,BLS,,,
